Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,10/17/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:101625 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232107754661 EED:251017   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,Pay ment-1units                                   DYNAMIC EFT TRN: 2907754661TC",-4269.83,ACH_DEBIT,140944.51,,
DEBIT,10/17/2025,"ORIG CO NAME:FRANCHISE TAX BO       ORIG ID:1282532045 DESC DATE:251017 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:042000013911180 EED:251017   IND ID:122867166    PM              IND NAME:ATTITUDE TRN: 2903911180TC",-800.00,ACH_DEBIT,145214.34,,
DEBIT,10/17/2025,"ORIG CO NAME:FRANCHISE TAX BO       ORIG ID:1282532045 DESC DATE:251017 CO ENTRY DESCR:PAYMENTS  SEC:CCD    TRACE#:042000013911290 EED:251017   IND ID:122867409    PM              IND NAME:ATTITUDE TRN: 2903911290TC",-6000.00,ACH_DEBIT,146014.34,,
DEBIT,10/17/2025,"Zelle payment to raad auto JPM99br6lihq",-525.00,CHASE_TO_PARTNERFI,152014.34,,
CREDIT,10/17/2025,"Zelle payment from XI YONG BACfnf2n0z4r",200.00,PARTNERFI_TO_CHASE,152539.34,,
DSLIP,10/17/2025,"DEPOSIT  ID NUMBER 763163",50000.00,DEPOSIT,152339.34,,
CHECK,10/16/2025,"CHECK 1085  ",-47047.41,CHECK_PAID,102339.34,1085,
DEBIT,10/16/2025,"Zelle payment to Ovis JPM99br4zhkg",-270.00,CHASE_TO_PARTNERFI,149386.75,,
DEBIT,10/16/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: F121000358/121000358 A/C: OLD BABY TRAVEL SAN GABRIEL CA 91776 US REF: E350/TIME/09:33 IMAD: 1016MMQFMP2K003503 TRN: 3109685289ES 10/16",-17378.55,WIRE_OUTGOING,149656.75,,
DEBIT,10/16/2025,"Zelle payment to lee JPM99br2y7lz",-1904.19,CHASE_TO_PARTNERFI,167035.30,,
DEBIT,10/16/2025,"Zelle payment to angel JPM99br2tzt3",-150.00,CHASE_TO_PARTNERFI,168939.49,,
CREDIT,10/16/2025,"Zelle payment from ZIJIE JIANG 26603811492",50.00,QUICKPAY_CREDIT,169089.49,,
CREDIT,10/16/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:101525 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000014400733 EED:251016   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 2894400733TC",8806.81,ACH_CREDIT,169039.49,,
DEBIT,10/15/2025,"Zelle payment to ch JPM99br1sksu",-1592.00,CHASE_TO_PARTNERFI,160232.68,,
DEBIT,10/15/2025,"Zelle payment to bisho JPM99br16bke",-225.00,CHASE_TO_PARTNERFI,161824.68,,
DEBIT,10/15/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:101425 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232108747931 EED:251015   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :WBA63DA01SCU84444 ,2025-B M W-4 SE ERIES     DYNAMIC EFT TRN: 2888747931TC",-44051.00,ACH_DEBIT,162049.68,,
DEBIT,10/15/2025,"ORIG CO NAME:IRS                    ORIG ID:3387702000 DESC DATE:101525 CO ENTRY DESCR:USATAXPYMTSEC:CCD    TRACE#:061036013918757 EED:251015   IND ID:223568832870166              IND NAME:CEO ATTITUDE D LLC TRN: 2883918757TC",-20.88,ACH_DEBIT,206100.68,,
DEBIT,10/15/2025,"ORIG CO NAME:EMPLOYMENT DEVEL       ORIG ID:2282533055 DESC DATE:101425 CO ENTRY DESCR:EDD EFTPMTSEC:CCD    TRACE#:042000011021290 EED:251015   IND ID:1901321952                   IND NAME:ICAR LIFESTYLE                                                                                               PAYMENT TRN: 2881021290TC",-1270.00,ACH_DEBIT,206121.56,,
DEBIT,10/15/2025,"ORIG CO NAME:IRS                    ORIG ID:3387702000 DESC DATE:101525 CO ENTRY DESCR:USATAXPYMTSEC:CCD    TRACE#:061036013918758 EED:251015   IND ID:223568880698651              IND NAME:CEO ATTITUDE D LLC TRN: 2883918758TC",-4971.26,ACH_DEBIT,207391.56,,
DEBIT,10/15/2025,"Zelle payment to ch JPM99bqxl8g4",-523.00,CHASE_TO_PARTNERFI,212362.82,,
CREDIT,10/15/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:251014 CO ENTRY DESCR:CR CD DEP SEC:CCD    TRACE#:043305131637185 EED:251015   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            CR CD DEP 101525 TRN: 2881637185TC",9270.00,ACH_CREDIT,212885.82,,
DSLIP,10/15/2025,"REMOTE ONLINE DEPOSIT #          1",10700.00,CHECK_DEPOSIT,203615.82,1,
CREDIT,10/15/2025,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: LENDBUZZ FUNDING LLC BOSTON MA 02110 US REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=450402X2122285 OBI=/URI/1GN SCFKD0PR350602 : 2122285 BBI=/CHGS/USD0,00/ IMAD: 1015I1B7032R010146 TRN: 0660261288FF",31109.00,WIRE_INCOMING,192915.82,,
CREDIT,10/14/2025,"Zelle payment from KECHENG CHEN BACbhiyz98to",500.00,PARTNERFI_TO_CHASE,161806.82,,
DSLIP,10/14/2025,"DEPOSIT  ID NUMBER 763348",32092.00,DEPOSIT,161306.82,,
CREDIT,10/14/2025,"FEDWIRE CREDIT VIA: BANK OF AMERICA, N.A./026009593 B/O: 1/JUNYE WANG 3/US/EMERYVILLE, CA 94608 3590 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=NOTPROVIDED BBI=/CHGS/USD0, 00/ IMAD: 1014B6B7HU3R027044 TRN: 1640831287FF",110040.00,WIRE_INCOMING,129214.82,,
DEBIT,10/10/2025,"Zelle payment to sgv 26547965103",-938.00,QUICKPAY_DEBIT,19174.82,,
DEBIT,10/10/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:251010 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000025059718 EED:251010   IND ID:A9810                        IND NAME:SHANGQI LI                                                                                                   AM TRN: 2835059718TC",-15787.31,ACH_DEBIT,20112.82,,
DEBIT,10/10/2025,"Zelle payment to andra feng JPM99bqfomfy",-30.00,CHASE_TO_PARTNERFI,35900.13,,
DEBIT,10/10/2025,"Zelle payment to andra feng JPM99bqfb6g8",-60.00,CHASE_TO_PARTNERFI,35930.13,,
DEBIT,10/10/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250930 CO ENTRY DESCR:MERCH FEESSEC:CCD    TRACE#:043305137148838 EED:251010   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE TRN: 2837148838TC",-75.14,ACH_DEBIT,35990.13,,
CREDIT,10/10/2025,"Zelle payment from CHIA CHEN LIN 26548166291",1000.00,QUICKPAY_CREDIT,36065.27,,
CREDIT,10/10/2025,"ORIG CO NAME:NEXTGEAR FUNDING       ORIG ID:1201990165 DESC DATE:100925 CO ENTRY DESCR:FUNDING   SEC:CCD    TRACE#:091000015696012 EED:251010   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 2835696012TC",9922.80,ACH_CREDIT,35065.27,,
DEBIT,10/09/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE GLOBAL AZUSA CA 91702 US IMAD: 1009MMQFMP2M033253 TRN: 3578675282ES 10/09",-50000.00,WIRE_OUTGOING,25142.47,,
DEBIT,10/09/2025,"Zelle payment to angel JPM99bq904h0",-200.00,CHASE_TO_PARTNERFI,75142.47,,
CHECK,10/09/2025,"CHECK 1091  ",-8462.16,CHECK_PAID,75342.47,1091,
CREDIT,10/09/2025,"ORIG CO NAME:Perimeter Billia       ORIG ID:STRIPE6088 DESC DATE:       CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:242071755488314 EED:251009   IND ID:N8N1H0E7C7G1                 IND NAME:ATTITUDE D LLC                                                                                               STRIPE6088 TRN: 2825488314TC",50000.00,ACH_CREDIT,83804.63,,
DEBIT,10/08/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE GLOBAL AZUSA CA 91702 US REF: MODEL Y IMAD: 1008MMQFMP2N024388 TRN: 3451785281ES 10/08",-26000.00,WIRE_OUTGOING,33804.63,,
DEBIT,10/08/2025,"Zelle payment to transport JPM99bq69f7d",-330.00,CHASE_TO_PARTNERFI,59804.63,,
DEBIT,10/08/2025,"Zelle payment to osda JPM99bq61x6h",-1100.00,CHASE_TO_PARTNERFI,60134.63,,
DEBIT,10/07/2025,"Zelle payment to Tan JPM99bq2ch57",-430.60,CHASE_TO_PARTNERFI,61234.63,,
DEBIT,10/07/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:100625 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232104448346 EED:251007   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :3MW89FF0XR8E38897 ,2024-B M W-3 SE ERIES     DYNAMIC EFT TRN: 2804448346TC",-2417.59,ACH_DEBIT,61665.23,,
DEBIT,10/07/2025,"ORIG CO NAME:CARFAX                 ORIG ID:1251465303 DESC DATE:100625 CO ENTRY DESCR:BT1006    SEC:CCD    TRACE#:111000029131363 EED:251007   IND ID:000000337077218              IND NAME:Attitude D llc                                                                                               CARFAX TRN: 2809131363TC",-1248.00,ACH_DEBIT,64082.82,,
DEBIT,10/07/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:100625 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000019768329 EED:251007   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 2809768329TC",-173890.15,ACH_DEBIT,65330.82,,
DEBIT,10/07/2025,"Zelle payment to alisher JPM99bq0lkrc",-1100.00,CHASE_TO_PARTNERFI,239220.97,,
CREDIT,10/07/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000010123843 EED:251007   IND ID:17645513                     IND NAME:ICAR LIFESTYLE                                                                                               5977140 TRN: 2800123843TC",14525.00,ACH_CREDIT,240320.97,,
CREDIT,10/07/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000010106834 EED:251007   IND ID:17648134                     IND NAME:ICAR LIFESTYLE                                                                                               5977131 TRN: 2800106834TC",36950.00,ACH_CREDIT,225795.97,,
DEBIT,10/06/2025,"Zelle payment to egtransport JPM99bpyxvke",-1100.00,CHASE_TO_PARTNERFI,188845.97,,
DEBIT,10/06/2025,"Zelle payment to William Lopez 26493552871",-400.00,QUICKPAY_DEBIT,189945.97,,
DEBIT,10/06/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: SVB A DIV OF FCB/121140399 A/C: KORA FINANCIAL INC SANTA CLARA CA 95054 US REF: 2019 MASERATI LEVANTE X308390/TIME/12:06 IMAD: 1006MMQFMP2L007662 TRN: 3175495279ES 10/06",-22974.35,WIRE_OUTGOING,190345.97,,
DEBIT,10/06/2025,"Zelle payment to Nancy JPM99bprnt0v",-600.00,CHASE_TO_PARTNERFI,213320.32,,
DEBIT,10/06/2025,"Zelle payment to Reputation JPM99bprn8c4",-1000.00,CHASE_TO_PARTNERFI,213920.32,,
DEBIT,10/06/2025,"Zelle payment to Reputation JPM99bpn3trl",-4060.00,CHASE_TO_PARTNERFI,214920.32,,
DEBIT,10/03/2025,"Zelle payment to zijin JPM99bpm814w",-157.37,CHASE_TO_PARTNERFI,218980.32,,
DEBIT,10/03/2025,"Zelle payment to Ji hvk JPM99bpm446k",-650.00,CHASE_TO_PARTNERFI,219137.69,,
DSLIP,10/03/2025,"DEPOSIT  ID NUMBER 763110",126596.88,DEPOSIT,219787.69,,
CREDIT,10/03/2025,"FEDWIRE CREDIT VIA: BANK OF AMERICA, N.A./026009593 B/O: 1/JIEYUN ZHANG 3/US/LOS ANGELES, CA 90007 2322 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=NOTPROVIDED BBI=/CHGS/USD0, 00/ IMAD: 1003B6B7HU3R003960 TRN: 0111831276FF",15000.00,WIRE_INCOMING,93190.81,,
DEBIT,10/02/2025,"Zelle payment to ding 26443964225",-2500.00,QUICKPAY_DEBIT,78190.81,,
DEBIT,10/02/2025,"CA DMV LOS ANGELES BSC COVINA CA     402894  10/02",-15.00,DEBIT_CARD,80690.81,,
DEBIT,10/02/2025,"Zelle payment to clean JPM99bpfr1ma",-150.00,CHASE_TO_PARTNERFI,80705.81,,
DEBIT,10/02/2025,"ORIG CO NAME:ALPHA WARRANTY S       ORIG ID:1201626764 DESC DATE:011025 CO ENTRY DESCR:ZM ACH    SEC:CCD    TRACE#:041001037352272 EED:251002   IND ID:DL19057                      IND NAME:attitude d llc                                                                                               AWS ZOOM ACH TRN: 2757352272TC",-293.00,ACH_DEBIT,80855.81,,
CHECK,10/02/2025,"CHECK 1089  ",-4930.29,CHECK_PAID,81148.81,1089,
CREDIT,10/02/2025,"Zelle payment from ZIJIE JIANG 26434339479",500.00,QUICKPAY_CREDIT,86079.10,,
CREDIT,10/02/2025,"Zelle payment from LA SKY DRAGON LLC 26444857236",1000.00,QUICKPAY_CREDIT,85579.10,,
CREDIT,10/02/2025,"Online Transfer from CHK ...9383 transaction#: 26444116279",2500.00,ACCT_XFER,84579.10,,
CREDIT,10/02/2025,"Zelle payment from CYBER TINT&WRAP LLC 26441959108",2500.00,QUICKPAY_CREDIT,82079.10,,
DSLIP,10/02/2025,"DEPOSIT  ID NUMBER 763248",10000.00,DEPOSIT,79579.10,,
CHECK,10/01/2025,"CHECK 1090  ",-3565.38,CHECK_PAID,69579.10,1090,
CHECK,10/01/2025,"CHECK 1084  ",-3808.38,CHECK_PAID,73144.48,1084,
CHECK,10/01/2025,"CHECK 1088  ",-5749.66,CHECK_PAID,76952.86,1088,
DEBIT,10/01/2025,"Zelle payment to Marlon 26427168584",-400.00,QUICKPAY_DEBIT,82702.52,,
DEBIT,10/01/2025,"ORIG CO NAME:TESLA MOTORS           ORIG ID:5912197729 DESC DATE:B25273 CO ENTRY DESCR:TESLA MOTOSEC:WEB    TRACE#:091000012273869 EED:251001   IND ID:2V4OL48B36FP6EU              IND NAME:CUNDI FANG TRN: 2742273869TC",-3111.15,ACH_DEBIT,83102.52,,
DEBIT,10/01/2025,"DOMESTIC WIRE TRANSFER VIA: EW BK SMRINO/322070381 A/C: BOXIANG XU REF: ROLLS ROYCE PAYMENT IMAD: 1001MMQFMP2K011856 TRN: 3998025273ES 10/01",-290000.00,WIRE_OUTGOING,86213.67,,
DEBIT,10/01/2025,"Zelle payment to Icar 26057408963",-2500.00,QUICKPAY_DEBIT,376213.67,,
CREDIT,10/01/2025,"ORIG CO NAME:IRS  TREAS 310         ORIG ID:9101036151 DESC DATE:100125 CO ENTRY DESCR:  MISC PAYSEC:CTX    TRACE#:101036154010785 EED:251001   IND ID:921276656200900              IND NAME:0006ATTITUDE D LLC TRN: 2744010785TC",4000.00,ACH_CREDIT,378713.67,,
CREDIT,10/01/2025,"FEDWIRE CREDIT VIA: INDUSTRIAL & COMM. BNK OF CHINA, NA/026010948 B/O: ZIJIN ZENG CHN REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=FW20012509304762 OBI=/URI/I NVOICE PAYMENT IMAD: 1001QMGFT013001673 TRN: 1492001274FF",30000.00,WIRE_INCOMING,374713.67,,
DEBIT,09/30/2025,"Zelle payment to xinhe zhou JPM99bp5gg4c",-300.00,CHASE_TO_PARTNERFI,344713.67,,
DEBIT,09/30/2025,"Zelle payment to Sgva 26409327531",-1500.00,QUICKPAY_DEBIT,345013.67,,
DEBIT,09/30/2025,"Zelle payment to Acrd 26408522491",-250.00,QUICKPAY_DEBIT,346513.67,,
DEBIT,09/30/2025,"ORIG CO NAME:IPFS866-412-6739       ORIG ID:0AD2424370 DESC DATE:       CO ENTRY DESCR:IPFSPMTWASSEC:CCD    TRACE#:101000013230580 EED:250930   IND ID:561402                       IND NAME:ATTITUDE D LLC                                                                                               GDxLk2vV TRN: 2733230580TC",-837.88,ACH_DEBIT,346763.67,,
CREDIT,09/30/2025,"Zelle payment from ICAR EXOTICS 26401637907",3111.15,QUICKPAY_CREDIT,347601.55,,
DEBIT,09/29/2025,"Zelle payment to A star 26397824939",-4190.00,QUICKPAY_DEBIT,344490.40,,
DEBIT,09/29/2025,"Online Transfer to CHK ...9383 transaction#: 26389978631 09/29",-150.00,ACCT_XFER,348680.40,,
DEBIT,09/29/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:092625 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232106145119 EED:250929   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,Aud it Fee 2025/09/08 00:00:00.000                DYNAMIC EFT TRN: 2726145119TC",-125.00,ACH_DEBIT,348830.40,,
DEBIT,09/29/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:092625 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232106145137 EED:250929   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,Pay ment-1units                                   DYNAMIC EFT TRN: 2726145137TC",-336.16,ACH_DEBIT,348955.40,,
DEBIT,09/29/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:092625 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232106145037 EED:250929   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :5YJ3E1EA0JF018426 ,2018-Tesla-Mode el 3      DYNAMIC EFT TRN: 2726145037TC",-19269.12,ACH_DEBIT,349291.56,,
DEBIT,09/29/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:092625 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232106145087 EED:250929   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :7SAYGDEEXPA147089 ,2023-Tesla-Mode el Y      DYNAMIC EFT TRN: 2726145087TC",-29837.16,ACH_DEBIT,368560.68,,
DEBIT,09/29/2025,"ORIG CO NAME:NOWCOM, LLC            ORIG ID:1911718107 DESC DATE:       CO ENTRY DESCR:DEALERCNTRSEC:CCD    TRACE#:104000012985796 EED:250929   IND ID:M121257803697                IND NAME:ATTITUDE D LLC TRN: 2722985796TC",-923.93,ACH_DEBIT,398397.84,,
DEBIT,09/29/2025,"Zelle payment to Yang Xiao 26370605628",-500.00,QUICKPAY_DEBIT,399321.77,,
DEBIT,09/29/2025,"Zelle payment to ch JPM99bopny56",-888.00,CHASE_TO_PARTNERFI,399821.77,,
CREDIT,09/29/2025,"Zelle payment from QI YIN BACdcfsbhois",500.00,PARTNERFI_TO_CHASE,400709.77,,
CREDIT,09/29/2025,"Zelle payment from YANG XIAO 26370120055",500.00,QUICKPAY_CREDIT,400209.77,,
CREDIT,09/29/2025,"Zelle payment from LINJUN ZHENG BACd2x59kg6q",1000.00,PARTNERFI_TO_CHASE,399709.77,,
CREDIT,09/29/2025,"Zelle payment from ZIJIN ZENG BACu90272j5u",1000.00,PARTNERFI_TO_CHASE,398709.77,,
CREDIT,09/29/2025,"Zelle payment from QI YIN BACbnrmtkljx",3500.00,PARTNERFI_TO_CHASE,397709.77,,
CREDIT,09/29/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000011051197 EED:250929   IND ID:17605256                     IND NAME:ICAR LIFESTYLE                                                                                               5970473 TRN: 2721051197TC",293470.00,ACH_CREDIT,394209.77,,
DEBIT,09/26/2025,"Zelle payment to adesin truck JPM99bomjr5r",-650.00,CHASE_TO_PARTNERFI,100739.77,,
DEBIT,09/26/2025,"Zelle payment to altn JPM99bom9zsm",-350.00,CHASE_TO_PARTNERFI,101389.77,,
DEBIT,09/26/2025,"ORIG CO NAME:MANHEIM                ORIG ID:1581936030 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000013102009 EED:250926   IND ID:ACH6725725                   IND NAME:ICAR LIFESTYLE TRN: 2693102009TC",-235.00,ACH_DEBIT,101739.77,,
CREDIT,09/26/2025,"FEDWIRE CREDIT VIA: REGIONS BANK/062005690 B/O: LENDBUZZ FUNDING LLC BOSTON MA 02110 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=NOTPROVIDED OBI=/URI/7SAYGD EEXPA147089 : 2037610 BBI=/ACC/4416 50X2037610 IMAD: 0926F2QCZ00C004271 TRN: 1219651269FF",22759.00,WIRE_INCOMING,101974.77,,
CREDIT,09/25/2025,"Zelle payment from JIEYUN ZHANG BACktunizl03",1000.00,PARTNERFI_TO_CHASE,79215.77,,
CREDIT,09/25/2025,"Zelle payment from LINJUN ZHENG BACi23ivh1n3",1000.00,PARTNERFI_TO_CHASE,78215.77,,
CREDIT,09/25/2025,"ORIG CO NAME:IRS  TREAS 310         ORIG ID:9101036151 DESC DATE:092525 CO ENTRY DESCR:  MISC PAYSEC:CTX    TRACE#:101036152576222 EED:250925   IND ID:921276656200900              IND NAME:0006ATTITUDE D LLC TRN: 2682576222TC",4000.00,ACH_CREDIT,77215.77,,
DSLIP,09/25/2025,"DEPOSIT  ID NUMBER 889777",10000.00,DEPOSIT,73215.77,,
DEBIT,09/24/2025,"ONLINE DOMESTIC WIRE TRANSFER A/C: TODO VISION TRADING INC MONTEREY PARK CA 91755-4110 US REF: GLS G63 TRN: 3415165267ES 09/24",-9132.00,WIRE_OUTGOING,63215.77,,
DEBIT,09/24/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE GLOBAL AZUSA CA 91702 US IMAD: 0924MMQFMP2K020418 TRN: 3296775267ES 09/24",-17000.00,WIRE_OUTGOING,72347.77,,
DEBIT,09/24/2025,"Zelle payment to ivy 26335605508",-3700.00,QUICKPAY_DEBIT,89347.77,,
DEBIT,09/23/2025,"Zelle payment to lei liu JPM99boalirc",-520.00,CHASE_TO_PARTNERFI,93047.77,,
DEBIT,09/23/2025,"Zelle payment to Ovis JPM99boakyh8",-300.00,CHASE_TO_PARTNERFI,93567.77,,
DEBIT,09/23/2025,"Online Transfer to CHK ...9383 transaction#: 26321478518 09/23",-975.00,ACCT_XFER,93867.77,,
DEBIT,09/23/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          09/22",-139.95,DEBIT_CARD,94842.77,,
DEBIT,09/23/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          09/22",-199.95,DEBIT_CARD,94982.72,,
CREDIT,09/23/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000011874732 EED:250923   IND ID:17574900                     IND NAME:ICAR LIFESTYLE                                                                                               5965538 TRN: 2661874732TC",130.00,ACH_CREDIT,95182.67,,
DEBIT,09/22/2025,"Zelle payment to ardvin 26316773210",-700.00,QUICKPAY_DEBIT,95052.67,,
DEBIT,09/22/2025,"ORIG CO NAME:Dealertrack            ORIG ID:4013137ZST DESC DATE:250922 CO ENTRY DESCR:PURCHASE  SEC:CCD    TRACE#:122043487357987 EED:250922   IND ID:137303275                    IND NAME:Icar Lifestyle Icar Li                                                                                       9163685303 TRN: 2657357987TC",-27571.34,ACH_DEBIT,95752.67,,
DEBIT,09/22/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:091925 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232106827731 EED:250922   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :5YJYGDEE1MF093628 ,2021-Tesla-Mode el Y      DYNAMIC EFT TRN: 2656827731TC",-27207.40,ACH_DEBIT,123324.01,,
CREDIT,09/22/2025,"Zelle payment from ZHOU XINHE BACnuvjy6brl",300.00,PARTNERFI_TO_CHASE,150531.41,,
CREDIT,09/22/2025,"Zelle payment from ICAR EXOTICS 26320363023",700.00,QUICKPAY_CREDIT,150231.41,,
DSLIP,09/22/2025,"REMOTE ONLINE DEPOSIT #          1",7546.00,CHECK_DEPOSIT,149531.41,1,
DEBIT,09/19/2025,"Zelle payment to t JPM99bnrev6g",-1300.00,CHASE_TO_PARTNERFI,141985.41,,
CREDIT,09/19/2025,"Zelle payment from XIAO WEI BBQ INC BACoyrprnomd",20.00,PARTNERFI_TO_CHASE,143285.41,,
CREDIT,09/19/2025,"Zelle payment from MANWEI TSENG BACqz1k9tznm",200.00,PARTNERFI_TO_CHASE,143265.41,,
CREDIT,09/19/2025,"Zelle payment from SIXUAN LAO BACh49dls4q9",1000.00,PARTNERFI_TO_CHASE,143065.41,,
DEBIT,09/18/2025,"Zelle payment to sgv 26270704374",-85.00,QUICKPAY_DEBIT,142065.41,,
DEBIT,09/18/2025,"ORIG CO NAME:Dealertrack            ORIG ID:4013137ZST DESC DATE:250918 CO ENTRY DESCR:PURCHASE  SEC:CCD    TRACE#:122043482195124 EED:250918   IND ID:137236104                    IND NAME:Icar Lifestyle Icar Li                                                                                       9163685303 TRN: 2612195124TC",-23020.94,ACH_DEBIT,142150.41,,
DEBIT,09/18/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          09/17",-60.00,DEBIT_CARD,165171.35,,
CREDIT,09/18/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:091725 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000011776939 EED:250918   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 2611776939TC",20391.88,ACH_CREDIT,165231.35,,
CREDIT,09/18/2025,"BOOK TRANSFER CREDIT B/O: PERIMETER LLC CHINO HILLS CA 91709-4664 US TRN: 3506475261ES",26173.00,WIRE_INCOMING,144839.47,,
CHECK,09/17/2025,"CHECK 1087  ",-4200.00,CHECK_PAID,118666.47,1087,
DEBIT,09/17/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:091625 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232105427834 EED:250917   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :5UXTA6C09P9R38298 ,2023-BMW-X5               DYNAMIC EFT TRN: 2605427834TC",-40800.36,ACH_DEBIT,122866.47,,
